config_id,optimizer,learning_rate,dropout,hidden_sizes,total_params,epoch,train_loss,validation_accuracy,elapsed_sec
SGD_lr0.01_do0.0_h256-128,SGD,0.01,0.0,256-128,235914,11,0.13683946951055043,96.26,19.988934705994325
SGD_lr0.01_do0.0_h256-128,SGD,0.01,0.0,256-128,235914,12,0.12975935750196083,96.37,21.86686803898192
SGD_lr0.01_do0.0_h256-128,SGD,0.01,0.0,256-128,235914,13,0.12247732531746862,96.48,24.065433954980108
SGD_lr0.01_do0.0_h256-128,SGD,0.01,0.0,256-128,235914,14,0.11445684096312159,96.64,25.59151816397207
SGD_lr0.01_do0.0_h256-128,SGD,0.01,0.0,256-128,235914,15,0.10944379836887379,96.75,27.198297038979945
SGD_lr0.01_do0.0_h256-128,SGD,0.01,0.0,256-128,235914,16,0.10413638512864112,96.76,28.709300455986522
SGD_lr0.01_do0.0_h256-128,SGD,0.01,0.0,256-128,235914,17,0.09950114678701774,96.86,30.23238103899348
SGD_lr0.01_do0.0_h256-128,SGD,0.01,0.0,256-128,235914,18,0.09502346527434932,96.91,31.803451705985935
SGD_lr0.01_do0.0_h256-128,SGD,0.01,0.0,256-128,235914,19,0.09076852564459464,96.95,33.4513734139764
SGD_lr0.01_do0.0_h256-128,SGD,0.01,0.0,256-128,235914,20,0.08607916119786677,97.07000000000001,35.127426996972645
SGD_lr0.01_do0.1_h512-256,SGD,0.01,0.1,512-256,537354,1,0.8202761189977367,90.62,2.667876334002358
SGD_lr0.01_do0.1_h512-256,SGD,0.01,0.1,512-256,537354,2,0.40557457205832037,92.53,5.633305793002364
SGD_lr0.01_do0.1_h512-256,SGD,0.01,0.1,512-256,537354,3,0.3236310763223312,93.65,8.721062334996532
SGD_lr0.01_do0.1_h512-256,SGD,0.01,0.1,512-256,537354,4,0.27920721805014076,94.13,12.06464491900988
SGD_lr0.01_do0.1_h512-256,SGD,0.01,0.1,512-256,537354,5,0.24860546082501217,94.77,15.181439461011905
SGD_lr0.01_do0.1_h512-256,SGD,0.01,0.1,512-256,537354,6,0.22792678397002766,95.06,18.084331753008883
SGD_lr0.01_do0.1_h512-256,SGD,0.01,0.1,512-256,537354,7,0.21073834205985917,95.39999999999999,20.977259961000527
SGD_lr0.01_do0.1_h512-256,SGD,0.01,0.1,512-256,537354,8,0.19710427909894251,95.67,23.919642460998148
SGD_lr0.01_do0.1_h512-256,SGD,0.01,0.1,512-256,537354,9,0.18443340887006648,95.94,26.9011138779897
SGD_lr0.01_do0.1_h512-256,SGD,0.01,0.1,512-256,537354,10,0.17573625767608744,96.1,29.77231121098157
SGD_lr0.01_do0.1_h512-256,SGD,0.01,0.1,512-256,537354,11,0.16609721044124284,96.17999999999999,32.72671654398437
SGD_lr0.01_do0.1_h512-256,SGD,0.01,0.1,512-256,537354,12,0.157831004714763,96.3,35.53744950298278
SGD_lr0.01_do0.1_h512-256,SGD,0.01,0.1,512-256,537354,13,0.15078514364907256,96.47,38.363700127985794
SGD_lr0.01_do0.1_h512-256,SGD,0.01,0.1,512-256,537354,14,0.1441991830725981,96.54,41.22525025298819
SGD_lr0.01_do0.1_h512-256,SGD,0.01,0.1,512-256,537354,15,0.1384985469791345,96.7,44.1476056699903
SGD_lr0.01_do0.1_h512-256,SGD,0.01,0.1,512-256,537354,16,0.13286736825670686,96.78,46.969220877988846
SGD_lr0.01_do0.1_h512-256,SGD,0.01,0.1,512-256,537354,17,0.12836193850578392,96.85000000000001,49.881123669983936
SGD_lr0.01_do0.1_h512-256,SGD,0.01,0.1,512-256,537354,18,0.12400078009377852,96.89999999999999,52.73971175299084
SGD_lr0.01_do0.1_h512-256,SGD,0.01,0.1,512-256,537354,19,0.1178000353956217,97.03,55.62258229499275
SGD_lr0.01_do0.1_h512-256,SGD,0.01,0.1,512-256,537354,20,0.11479419771829247,96.92,58.74409066999215
SGD_lr0.01_do0.1_h384-192,SGD,0.01,0.1,384-192,378442,1,0.8579271000732331,90.21000000000001,2.5993927079980494
SGD_lr0.01_do0.1_h384-192,SGD,0.01,0.1,384-192,378442,2,0.42097802037034,92.63,5.1829567499953555
SGD_lr0.01_do0.1_h384-192,SGD,0.01,0.1,384-192,378442,3,0.3371256690639278,93.44,7.38253324998368
SGD_lr0.01_do0.1_h384-192,SGD,0.01,0.1,384-192,378442,4,0.28848631380052325,94.22,9.684438708980451
SGD_lr0.01_do0.1_h384-192,SGD,0.01,0.1,384-192,378442,5,0.2570129207826526,94.78,11.93868733398267
SGD_lr0.01_do0.1_h384-192,SGD,0.01,0.1,384-192,378442,6,0.23411066430378516,95.19,14.172297917990363
SGD_lr0.01_do0.1_h384-192,SGD,0.01,0.1,384-192,378442,7,0.21601007678734824,95.30999999999999,16.426083833997836
SGD_lr0.01_do0.1_h384-192,SGD,0.01,0.1,384-192,378442,8,0.2030471218439896,95.61,18.659752958992613
SGD_lr0.01_do0.1_h384-192,SGD,0.01,0.1,384-192,378442,9,0.19001006959875094,95.74000000000001,20.960494333994575
SGD_lr0.01_do0.1_h384-192,SGD,0.01,0.1,384-192,378442,10,0.17991521021457577,96.04,23.202887499995995
SGD_lr0.01_do0.1_h384-192,SGD,0.01,0.1,384-192,378442,11,0.1714051728966911,96.15,25.586961915993015
SGD_lr0.01_do0.1_h384-192,SGD,0.01,0.1,384-192,378442,12,0.16334566716270382,96.28999999999999,27.85203954100143
SGD_lr0.01_do0.1_h384-192,SGD,0.01,0.1,384-192,378442,13,0.15573972760557606,96.38,30.171483291007462
SGD_lr0.01_do0.1_h384-192,SGD,0.01,0.1,384-192,378442,14,0.15000057464774727,96.41999999999999,32.47833891600021
SGD_lr0.01_do0.1_h384-192,SGD,0.01,0.1,384-192,378442,15,0.1437264379479386,96.59,34.77341099899786
SGD_lr0.01_do0.1_h384-192,SGD,0.01,0.1,384-192,378442,16,0.13883167498819668,96.61999999999999,37.10245416499674
SGD_lr0.01_do0.1_h384-192,SGD,0.01,0.1,384-192,378442,17,0.13183987099429084,96.73,39.424916706004296
SGD_lr0.01_do0.1_h384-192,SGD,0.01,0.1,384-192,378442,18,0.12744752401855644,96.78999999999999,41.70060695600114
SGD_lr0.01_do0.1_h384-192,SGD,0.01,0.1,384-192,378442,19,0.12397150704848758,96.81,44.08444199700898
SGD_lr0.01_do0.1_h384-192,SGD,0.01,0.1,384-192,378442,20,0.12116289520319205,96.95,46.40491078901687
SGD_lr0.01_do0.1_h256-128,SGD,0.01,0.1,256-128,235914,1,0.9377798298142009,89.22,1.657102000011946
SGD_lr0.01_do0.1_h256-128,SGD,0.01,0.1,256-128,235914,2,0.47225998976444444,91.51,3.361306084014359
SGD_lr0.01_do0.1_h256-128,SGD,0.01,0.1,256-128,235914,3,0.3745977621487476,92.74,5.016578334019869
SGD_lr0.01_do0.1_h256-128,SGD,0.01,0.1,256-128,235914,4,0.3234171079231673,93.46,6.8278602930222405
SGD_lr0.01_do0.1_h256-128,SGD,0.01,0.1,256-128,235914,5,0.28835504378388827,94.05,8.50644266801828
SGD_lr0.01_do0.1_h256-128,SGD,0.01,0.1,256-128,235914,6,0.26333929476054435,94.51,10.19264479301637
SGD_lr0.01_do0.1_h256-128,SGD,0.01,0.1,256-128,235914,7,0.24478552331633432,94.81,11.809288502015988
SGD_lr0.01_do0.1_h256-128,SGD,0.01,0.1,256-128,235914,8,0.22915222216259964,95.12,13.499769335016026
SGD_lr0.01_do0.1_h256-128,SGD,0.01,0.1,256-128,235914,9,0.2145157553364919,95.3,15.209586501005106
SGD_lr0.01_do0.1_h256-128,SGD,0.01,0.1,256-128,235914,10,0.20529744961478608,95.67,16.869471334008267
SGD_lr0.01_do0.1_h256-128,SGD,0.01,0.1,256-128,235914,11,0.19343181988377672,95.8,18.532013459000154
SGD_lr0.01_do0.1_h256-128,SGD,0.01,0.1,256-128,235914,12,0.1877491773151047,95.98,20.191514167992864
SGD_lr0.01_do0.1_h256-128,SGD,0.01,0.1,256-128,235914,13,0.17908361284779992,96.07,21.875290292984573
SGD_lr0.01_do0.1_h256-128,SGD,0.01,0.1,256-128,235914,14,0.1713217960997235,96.28,23.589287667986355
SGD_lr0.01_do0.1_h256-128,SGD,0.01,0.1,256-128,235914,15,0.16370789592232274,96.33,25.300597292982275
SGD_lr0.01_do0.1_h256-128,SGD,0.01,0.1,256-128,235914,16,0.15828876818774537,96.31,26.9515127089835
SGD_lr0.01_do0.1_h256-128,SGD,0.01,0.1,256-128,235914,17,0.15389176746633507,96.48,28.5517413749767
SGD_lr0.01_do0.1_h256-128,SGD,0.01,0.1,256-128,235914,18,0.14925516263171412,96.59,30.27417645796959
SGD_lr0.01_do0.1_h256-128,SGD,0.01,0.1,256-128,235914,19,0.1454981568463647,96.57,31.962354749965016
SGD_lr0.01_do0.1_h256-128,SGD,0.01,0.1,256-128,235914,20,0.1372135650661261,96.7,33.89397662495321
SGD_lr0.01_do0.2_h512-256,SGD,0.01,0.2,512-256,537354,1,0.982377293690408,89.46,3.218622875006986
SGD_lr0.01_do0.2_h512-256,SGD,0.01,0.2,512-256,537354,2,0.494966396962734,91.79,6.459446334003587
SGD_lr0.01_do0.2_h512-256,SGD,0.01,0.2,512-256,537354,3,0.39528601845576694,92.97999999999999,9.20327720901696
SGD_lr0.01_do0.2_h512-256,SGD,0.01,0.2,512-256,537354,4,0.3417987847721274,93.62,12.310451500015915
SGD_lr0.01_do0.2_h512-256,SGD,0.01,0.2,512-256,537354,5,0.3063365528477548,94.14,15.479811083016102
SGD_lr0.01_do0.2_h512-256,SGD,0.01,0.2,512-256,537354,6,0.28267327291417027,94.45,18.32068225002149
SGD_lr0.01_do0.2_h512-256,SGD,0.01,0.2,512-256,537354,7,0.26325211697618517,94.76,21.035513542025
SGD_lr0.01_do0.2_h512-256,SGD,0.01,0.2,512-256,537354,8,0.24575153237417824,95.15,23.927522501020576
SGD_lr0.01_do0.2_h512-256,SGD,0.01,0.2,512-256,537354,9,0.23476923872300065,95.39,27.87773966800887
SGD_lr0.01_do0.2_h512-256,SGD,0.01,0.2,512-256,537354,10,0.22423916555080528,95.54,31.631045210000593
SGD_lr0.01_do0.2_h512-256,SGD,0.01,0.2,512-256,537354,11,0.2139530142454722,95.7,36.22681450100208
SGD_lr0.01_do0.2_h512-256,SGD,0.01,0.2,512-256,537354,12,0.20600386604293458,95.89999999999999,39.15702191799937
SGD_lr0.01_do0.2_h512-256,SGD,0.01,0.2,512-256,537354,13,0.1962090741861824,96.00999999999999,42.16053808499419
SGD_lr0.01_do0.2_h512-256,SGD,0.01,0.2,512-256,537354,14,0.1899534313935745,96.04,45.6240747099946
SGD_lr0.01_do0.2_h512-256,SGD,0.01,0.2,512-256,537354,15,0.18363415297680824,96.2,48.794029044001945
SGD_lr0.01_do0.2_h512-256,SGD,0.01,0.2,512-256,537354,16,0.17687932740159637,96.35000000000001,52.39967933599837
SGD_lr0.01_do0.2_h512-256,SGD,0.01,0.2,512-256,537354,17,0.17021202811281846,96.38,56.36220254500222
SGD_lr0.01_do0.2_h512-256,SGD,0.01,0.2,512-256,537354,18,0.16403941829695096,96.52,59.63888621100341
SGD_lr0.01_do0.2_h512-256,SGD,0.01,0.2,512-256,537354,19,0.1609637940182131,96.67,62.561459835997084
SGD_lr0.01_do0.2_h512-256,SGD,0.01,0.2,512-256,537354,20,0.15505243605341232,96.64,65.14045921100478
SGD_lr0.01_do0.2_h384-192,SGD,0.01,0.2,384-192,378442,1,1.028727920250394,89.01,2.225237292004749
SGD_lr0.01_do0.2_h384-192,SGD,0.01,0.2,384-192,378442,2,0.5194683802424007,91.63,4.516035874999943
SGD_lr0.01_do0.2_h384-192,SGD,0.01,0.2,384-192,378442,3,0.41637354952764266,92.74,6.883160666999174
SGD_lr0.01_do0.2_h384-192,SGD,0.01,0.2,384-192,378442,4,0.3566256074180074,93.42,9.153715832988382
SGD_lr0.01_do0.2_h384-192,SGD,0.01,0.2,384-192,378442,5,0.32129282204388354,93.97999999999999,11.234364499992807
SGD_lr0.01_do0.2_h384-192,SGD,0.01,0.2,384-192,378442,6,0.2939702502487106,94.43,13.277086707981653
SGD_lr0.01_do0.2_h384-192,SGD,0.01,0.2,384-192,378442,7,0.2750973980728967,94.73,15.36707229197782
SGD_lr0.01_do0.2_h384-192,SGD,0.01,0.2,384-192,378442,8,0.2579886309466574,95.02000000000001,17.57248075098323
SGD_lr0.01_do0.2_h384-192,SGD,0.01,0.2,384-192,378442,9,0.24574029340996087,95.28999999999999,20.257561667996924
SGD_lr0.01_do0.2_h384-192,SGD,0.01,0.2,384-192,378442,10,0.23263033331809993,95.43,22.541738209984032
SGD_lr0.01_do0.2_h384-192,SGD,0.01,0.2,384-192,378442,11,0.2242429337987865,95.62,24.853040918984334
SGD_lr0.01_do0.2_h384-192,SGD,0.01,0.2,384-192,378442,12,0.21434448221079033,95.65,26.936457709991373
SGD_lr0.01_do0.2_h384-192,SGD,0.01,0.2,384-192,378442,13,0.20475595269285246,95.88,29.062823084983393
SGD_lr0.01_do0.2_h384-192,SGD,0.01,0.2,384-192,378442,14,0.1982379299786557,95.95,31.256103042978793
SGD_lr0.01_do0.2_h384-192,SGD,0.01,0.2,384-192,378442,15,0.1928668611010199,96.1,33.33284104298218
SGD_lr0.01_do0.2_h384-192,SGD,0.01,0.2,384-192,378442,16,0.1860898280714699,96.2,35.47635045998322
SGD_lr0.01_do0.2_h384-192,SGD,0.01,0.2,384-192,378442,17,0.17870140186405237,96.28999999999999,37.706731667989516
SGD_lr0.01_do0.2_h384-192,SGD,0.01,0.2,384-192,378442,18,0.17458315561722687,96.33,39.82691383398196
SGD_lr0.01_do0.2_h384-192,SGD,0.01,0.2,384-192,378442,19,0.17009809174586218,96.50999999999999,41.96037858398631
SGD_lr0.01_do0.2_h384-192,SGD,0.01,0.2,384-192,378442,20,0.16499277215838232,96.64,44.042161708988715
SGD_lr0.01_do0.2_h256-128,SGD,0.01,0.2,256-128,235914,1,1.1182266650958546,88.03,1.5135023329930846
SGD_lr0.01_do0.2_h256-128,SGD,0.01,0.2,256-128,235914,2,0.585440518607763,90.53,3.0758793739951216
SGD_lr0.01_do0.2_h256-128,SGD,0.01,0.2,256-128,235914,3,0.4616821505440918,91.78,5.288222415998462
SGD_lr0.01_do0.2_h256-128,SGD,0.01,0.2,256-128,235914,4,0.3997589643030321,92.54,6.895401333007612
SGD_lr0.01_do0.2_h256-128,SGD,0.01,0.2,256-128,235914,5,0.3605512416351474,93.27,8.891022708005039
SGD_lr0.01_do0.2_h256-128,SGD,0.01,0.2,256-128,235914,6,0.3315931724212158,93.7,10.840099417007877
SGD_lr0.01_do0.2_h256-128,SGD,0.01,0.2,256-128,235914,7,0.30890076653861476,94.11,12.4065147920046
SGD_lr0.01_do0.2_h256-128,SGD,0.01,0.2,256-128,235914,8,0.2908016183156593,94.41000000000001,13.936896917002741
SGD_lr0.01_do0.2_h256-128,SGD,0.01,0.2,256-128,235914,9,0.27388304496492744,94.64,15.456870292007807
SGD_lr0.01_do0.2_h256-128,SGD,0.01,0.2,256-128,235914,10,0.26390408232498364,94.98,17.009151167003438
SGD_lr0.01_do0.2_h256-128,SGD,0.01,0.2,256-128,235914,11,0.25072350437260543,95.12,18.501314626002568
SGD_lr0.01_do0.2_h256-128,SGD,0.01,0.2,256-128,235914,12,0.24262659537933876,95.36,20.048375042009866
SGD_lr0.01_do0.2_h256-128,SGD,0.01,0.2,256-128,235914,13,0.23487149433375684,95.52000000000001,21.59670600001118
SGD_lr0.01_do0.2_h256-128,SGD,0.01,0.2,256-128,235914,14,0.2263559000360944,95.71,23.313308084005257
SGD_lr0.01_do0.2_h256-128,SGD,0.01,0.2,256-128,235914,15,0.21619170731164924,95.78,26.747007459009183
SGD_lr0.01_do0.2_h256-128,SGD,0.01,0.2,256-128,235914,16,0.209407489397332,95.82000000000001,29.311698292018264
SGD_lr0.01_do0.2_h256-128,SGD,0.01,0.2,256-128,235914,17,0.20400158444426417,95.97,31.797640417018556
SGD_lr0.01_do0.2_h256-128,SGD,0.01,0.2,256-128,235914,18,0.20141178708220925,96.24000000000001,33.7587440010102
SGD_lr0.01_do0.2_h256-128,SGD,0.01,0.2,256-128,235914,19,0.1965851474338467,96.2,35.786410501008504
SGD_lr0.01_do0.2_h256-128,SGD,0.01,0.2,256-128,235914,20,0.18878793422103696,96.32,37.60345537599642
SGD_lr0.05_do0.0_h512-256,SGD,0.05,0.0,512-256,537354,1,0.35544635128971336,95.3,2.9204357090056874
SGD_lr0.05_do0.0_h512-256,SGD,0.05,0.0,512-256,537354,2,0.1608329848476515,96.49,5.970292875994346
SGD_lr0.05_do0.0_h512-256,SGD,0.05,0.0,512-256,537354,3,0.11532675325505418,96.82,9.052056833985262
SGD_lr0.05_do0.0_h512-256,SGD,0.05,0.0,512-256,537354,4,0.08895876153465528,97.15,12.102078708994668
SGD_lr0.05_do0.0_h512-256,SGD,0.05,0.0,512-256,537354,5,0.07064140814350968,97.28999999999999,15.070828541996889
SGD_lr0.05_do0.0_h512-256,SGD,0.05,0.0,512-256,537354,6,0.057654498850530096,97.41,17.934402457991382
SGD_lr0.05_do0.0_h512-256,SGD,0.05,0.0,512-256,537354,7,0.047246845265509235,97.6,21.18322058299964
SGD_lr0.05_do0.0_h512-256,SGD,0.05,0.0,512-256,537354,8,0.038979187930214404,97.71,24.041848500011838
SGD_lr0.05_do0.0_h512-256,SGD,0.05,0.0,512-256,537354,9,0.032006885987550374,97.66,26.841668083012337
SGD_lr0.05_do0.0_h512-256,SGD,0.05,0.0,512-256,537354,10,0.027160563586785664,97.76,30.625722083015717
SGD_lr0.05_do0.0_h512-256,SGD,0.05,0.0,512-256,537354,11,0.023039374450027354,97.76,33.2502961250284
SGD_lr0.05_do0.0_h512-256,SGD,0.05,0.0,512-256,537354,12,0.019771272449695638,97.71,36.012580417023855
SGD_lr0.05_do0.0_h512-256,SGD,0.05,0.0,512-256,537354,13,0.016509324563207153,97.77,38.77134366701648
SGD_lr0.05_do0.0_h512-256,SGD,0.05,0.0,512-256,537354,14,0.014776095942900296,97.84,41.47975433401007
SGD_lr0.05_do0.0_h512-256,SGD,0.05,0.0,512-256,537354,15,0.012798407101281793,97.78,44.12969912600238
SGD_lr0.05_do0.0_h512-256,SGD,0.05,0.0,512-256,537354,16,0.011553668133256168,97.83,46.87771212599182
SGD_lr0.05_do0.0_h512-256,SGD,0.05,0.0,512-256,537354,17,0.010492498971982404,97.8,49.782389167987276
SGD_lr0.05_do0.0_h512-256,SGD,0.05,0.0,512-256,537354,18,0.00914073961862514,97.78999999999999,52.53443933399103
SGD_lr0.05_do0.0_h512-256,SGD,0.05,0.0,512-256,537354,19,0.008208894490667449,97.78999999999999,55.509490875992924
SGD_lr0.05_do0.0_h512-256,SGD,0.05,0.0,512-256,537354,20,0.007589062518009683,97.8,58.43350675099646
SGD_lr0.05_do0.0_h384-192,SGD,0.05,0.0,384-192,378442,1,0.3644028203953156,95.13000000000001,2.357943124996382
SGD_lr0.05_do0.0_h384-192,SGD,0.05,0.0,384-192,378442,2,0.1625670774215948,96.35000000000001,4.98102583400032
SGD_lr0.05_do0.0_h384-192,SGD,0.05,0.0,384-192,378442,3,0.11870556143250724,96.74000000000001,7.04725045899977
SGD_lr0.05_do0.0_h384-192,SGD,0.05,0.0,384-192,378442,4,0.09224861684778578,97.07000000000001,9.113512501004152
SGD_lr0.05_do0.0_h384-192,SGD,0.05,0.0,384-192,378442,5,0.0733153671886145,97.34,11.184038210005383
SGD_lr0.05_do0.0_h384-192,SGD,0.05,0.0,384-192,378442,6,0.06024577359927516,97.46000000000001,13.235499001995777
SGD_lr0.05_do0.0_h384-192,SGD,0.05,0.0,384-192,378442,7,0.04978942853322983,97.50999999999999,15.333105084995623
SGD_lr0.05_do0.0_h384-192,SGD,0.05,0.0,384-192,378442,8,0.04251022260094896,97.61,17.736313335000887
SGD_lr0.05_do0.0_h384-192,SGD,0.05,0.0,384-192,378442,9,0.03494976972792643,97.64,20.46769512699393
SGD_lr0.05_do0.0_h384-192,SGD,0.05,0.0,384-192,378442,10,0.029800825477042964,97.69,22.593034584991983
SGD_lr0.05_do0.0_h384-192,SGD,0.05,0.0,384-192,378442,11,0.025719298829938335,97.68,24.652189751999686
SGD_lr0.05_do0.0_h384-192,SGD,0.05,0.0,384-192,378442,12,0.02243704096348764,97.75,26.815703001993825
SGD_lr0.05_do0.0_h384-192,SGD,0.05,0.0,384-192,378442,13,0.019129833240420637,97.74000000000001,29.05922004400054
SGD_lr0.05_do0.0_h384-192,SGD,0.05,0.0,384-192,378442,14,0.01663066821047907,97.69,31.196737293998012
SGD_lr0.05_do0.0_h384-192,SGD,0.05,0.0,384-192,378442,15,0.014733142095006478,97.7,33.359734044002835
SGD_lr0.05_do0.0_h384-192,SGD,0.05,0.0,384-192,378442,16,0.013317063234708512,97.83,35.47674316899793
SGD_lr0.05_do0.0_h384-192,SGD,0.05,0.0,384-192,378442,17,0.011173588965245562,97.75,37.59038454400434
SGD_lr0.05_do0.0_h384-192,SGD,0.05,0.0,384-192,378442,18,0.010553750410961144,97.78,39.68865271100367
SGD_lr0.05_do0.0_h384-192,SGD,0.05,0.0,384-192,378442,19,0.009229511560346775,97.75,41.80299666999781
SGD_lr0.05_do0.0_h384-192,SGD,0.05,0.0,384-192,378442,20,0.008464377499962568,97.77,43.919466920007835
